"","X","Y","uniblock"
"1186",1.95773072214013,-1.70438028819942,181
"1192",1.9386958665971,-1.0897962098106,182
"1193",1.88436234951884,-0.860063640467787,182
"1194",1.80618338062653,-0.679806181284671,182
"1195",1.78015194952661,-0.620943053519104,182
"1196",1.74648264220894,-0.474967755735103,182
"1197",1.70186525587449,-0.366197763637355,182
"1198",1.71181132708698,-0.791546652058079,183
"1199",1.8030796992395,-1.02615210810089,183
"1200",1.88983898550367,-1.4158721373286,183
"1201",1.77563234718348,-1.33263605888307,183
"1202",1.73505019704646,-1.21619365978342,183
"1203",1.71151405229707,-1.05212884995428,183
"1204",1.66068417551029,-0.926017066660793,183
"1206",1.55227567207428,0.0694636990182917,202
"1207",1.53895605274133,-0.313198274287531,213
"1208",1.49181804627961,-0.558699625106232,213
"1209",1.41751494215342,-0.753312375150638,213
"1210",1.37371794807675,-0.266703836892024,213
"1211",1.22362234148704,-1.04605978586781,218
"1212",1.23654750673574,-1.17976089605336,218
"1213",1.23771426024252,-1.32467992770979,218
"1214",1.12566313975304,-1.29200967624177,218
"1215",1.10913448591542,-0.947809088675858,218
"1216",1.21830585297557,-0.881969640262442,218
"1217",1.29628544439206,-0.339449243551753,219
"1218",1.21877350883721,-0.343921207353022,219
"1219",1.21436428575229,-0.45341013115928,219
"1220",1.14784577326575,-0.573014023428139,219
"1221",0.899215722122395,-0.244817527930979,220
"1222",0.98576961114721,-0.95043338369519,221
"1223",0.988267160348619,-1.303666159005,221
"1224",0.90842957973661,-1.34654242834257,221
"1225",0.836139549875441,-1.39617086478201,221
"1226",0.777710932588036,-1.50005822438014,221
"1227",0.692412222322419,-1.64006007323726,222
"1229",0.475806248058983,-1.4430837907588,222
"1230",0.302041459941482,-1.68942809573996,222
"1231",0.246524558852777,-1.21963982349107,222
"1232",0.384840111561905,-1.19517676975577,222
"1233",0.529428185548233,-1.1741586345327,222
"1236",-0.233130389028828,-0.864024671640299,223
"1237",0.467252700504029,-0.911244299981289,192
"1238",0.318649241035142,-0.860979845906817,192
"1239",0.1657750710686,-0.849747197808219,192
"1240",0.149305403662754,-0.719143925900759,192
"1241",0.128017045941729,-0.594394380573053,192
"1242",0.171740555384585,-0.453070322940639,192
"1243",0.222409864039997,-0.372990258773515,192
"1244",0.253369842516545,-0.174836858841113,192
"1245",0.268495579538508,-0.00877299647371885,192
"1246",0.277766051942524,0.167479185242294,192
"1247",0.292613733902207,0.328395203003799,192
"1248",0.23740675636003,0.427469296332047,192
"1249",0.0760543801705493,0.508280794090358,193
"1250",0.0614823163569763,0.338741115525521,193
"1251",0.0613660333789037,0.232077844719385,193
"1252",0.037968662315063,0.0106588302557689,193
"1253",-0.141963192423255,0.0906700760915153,193
"1254",-0.124195642199278,0.23015262453859,193
"1255",-0.105430102182185,0.392215609170616,193
"1256",-0.141419223364117,0.536333758003406,193
"1257",0.00921727712833845,-0.37660791214655,194
"1258",-0.0655500015504406,-0.398200136811326,194
"1259",-0.132986905147191,-0.28173223591454,194
"1260",-0.271185892022046,0.544140381532327,195
"1261",-0.315085889332938,0.284913116388409,195
"1262",-0.308139125507473,0.166297252996632,195
"1263",-0.304043597387327,-0.0604024943708203,195
"1264",-0.297299909928723,-0.253902529000587,195
"1265",-0.296165416553289,-0.51189553006004,195
"1266",-0.345697976234974,-0.302721034113825,195
"1267",-0.393003027513961,-0.123185312511534,195
"1268",-0.431415952165216,0.0825277618231457,195
"1269",-0.453466158128616,0.188722486789882,195
"1270",-0.759205156548413,-0.2318662973352,196
"1271",-0.723299427225979,-0.411277216168293,196
"1272",-0.706226079056239,-0.60275566832496,196
"1273",-0.700289823231685,-0.762052620386974,196
"1274",-0.864837250667779,-0.948130816511579,196
"1275",-0.902911748554058,-0.565759756358986,196
"1276",-1.08172587822263,-0.706313712636791,197
"1277",-1.02281537522239,-0.918271325379599,197
"1278",-0.982709925098103,-1.39415603962405,197
"1279",-1.10406989217224,-1.62778571961791,197
"1280",-1.14566395008625,-1.39871098391025,197
"1281",-1.15832782132557,-1.22265006572687,197
"1282",-1.18600518637788,-0.952121699408237,197
"1283",-0.833278407238472,-1.51652201302009,198
"1284",-0.917930159716079,-1.72610921981299,198
"1288",-1.33687101811014,-0.83007336958218,200
"1289",-1.40620266047198,-0.731039255639695,200
"1290",-1.31442084598972,-1.13811757917791,200
"1291",-1.31747391784515,-1.30892109128335,200
"1292",-1.31249032226774,-1.55533369991099,200
"1293",-1.40028611756048,-1.58417969356675,200
"1294",-1.49754857153296,-1.6280169625363,200
"1295",-1.60776544100351,-1.69039459086946,200
"1322",-1.65918727089399,-0.0258595039749772,204
"1323",-1.65801200268524,-0.787522679913707,204
"1324",-1.59669286892122,-0.870134179992701,204
"1363",-1.41851107554216,0.34512114886955,210
"1364",-1.32204820575268,0.381225427448744,210
"1365",-1.43869957891363,-0.192180509542085,211
"1366",-1.24776514091222,-0.511390906472979,211
"1367",-1.16038971369862,-0.385658080663924,211
"1368",-1.22545991454869,-0.0822816143500077,211
"1369",-1.00810057773394,-0.116425225901824,211
"1370",-1.08184514932434,0.207351504779039,211
"1371",-0.850012567106761,0.128168071418051,211
"1372",-0.810756795753529,0.347601481546777,211
"1373",-0.763583403234805,0.50404060448365,211
"1374",-0.512427684065904,0.57480455750114,212
"1375",-0.327109845182341,0.809922390602491,212
"1376",-0.319873472699922,1.00626587636276,212
"1377",-0.329865105545958,1.1585223713989,212
"1378",-0.159786951284373,1.07137867279418,214
"1379",-0.168858923792736,0.884815842775393,214
"1380",0.0325902282588886,0.9506162581392,214
"1381",0.0299847294630888,1.11453682340462,214
"1382",0.0269052721854772,1.21465488022758,214
"1383",-0.162504961639996,1.22968867515363,214
"1384",0.20056751399068,1.15433162475596,215
"1385",0.184406239805631,0.998568565266801,215
"1386",0.17771704934056,0.826213477579637,215
"1387",0.371352830930237,0.952050053912678,215
"1388",0.412211737891379,1.06972744759186,215
"1389",0.410090895350261,1.18130981050726,215
"1390",0.563634927217514,0.614440371054321,216
"1391",0.631487803740704,0.325462545349394,216
"1392",0.64418963575502,0.118035122212904,216
"1393",0.625667286939749,-0.0961425421087597,216
"1394",0.969208058938024,0.448303589467623,217
"1395",1.0293729719082,0.666216404718022,217
"1396",0.966282475524517,0.851966331532855,217
"1397",1.0258072917869,1.04176691110409,217
"1398",1.11237615044082,1.10526673502116,217
"1399",1.14225893208824,1.04800324776729,217
"1400",-1.30530552392984,1.09789870601351,225
"1447",-1.30418877072557,1.39386776162163,243
"1448",-1.30642126175214,1.26942671175191,243
"1449",-1.23418340075901,1.06331083840654,243
"1450",-1.18180885259976,1.0603082998375,243
"1451",-1.23575339865543,1.30539079681965,243
"1452",-1.25013743551165,1.4489984446904,243
"1453",-1.25376993501042,1.55720485688552,243
"1455",-1.12860255441127,1.42127677178507,226
"1456",-1.05625366141479,1.33462092799137,226
"1457",-1.05464951042491,1.18522214584873,226
"1458",-1.06629554115604,1.031570107758,226
"1459",-0.938229136631087,1.05920166101674,226
"1460",-0.938694674696459,1.15715676308665,226
"1461",-0.967608513723679,1.28152838029972,226
"1462",-0.991909813959399,1.42348030364243,226
"1465",-0.878271448587757,1.48380546842401,227
"1466",-0.863126760189008,1.36671685760079,227
"1467",-0.837589486416578,1.21844495302634,227
"1468",-0.80672865997603,1.16548917867948,227
"1469",-0.710265536341057,1.19433630131449,227
"1470",-0.713178072098071,1.40220592176654,227
"1476",-0.575261158296664,1.46532409857397,228
"1477",-0.573382846959006,1.34432106045624,228
"1478",-0.442096042905358,1.45538530176103,228
"1495",0.148511759463324,1.42917653665853,230
"1500",0.414485823309581,1.46464574393884,231
"1501",0.272219064502118,1.42747193365634,231
"1504",0.525428103320248,1.43993120856864,232
"1513",0.85814306277987,1.40900268381153,232
"1514",0.886649044682963,1.39025518868613,232
"1515",0.933348754323504,1.41749664403575,232
"1516",0.996187261946978,1.52287468036115,233
"1517",1.05259513158383,1.41043302618942,233
"1518",1.10295847668162,1.54324539187869,233
